ID,Target
20150901_-42.5_171.5,-0.3329324
20150901_-42.5_172.5,-0.36920506
20150901_-42.5_173.5,-0.40538037
20150901_-41.5_-73.5,-0.5675635
20150901_-41.5_-72.5,-0.5666756
20150901_-41.5_-71.5,-0.5478935
20150901_-41.5_-70.5,-0.50416964
20150901_-41.5_-69.5,-0.42431587
20150901_-41.5_-68.5,-0.29620263
20150901_-41.5_-67.5,-0.1067243
20150901_-41.5_-66.5,0.07059033
20150901_-41.5_-65.5,0.23055704
20150901_-41.5_145.5,-0.32354358
20150901_-41.5_146.5,-0.30084458
20150901_-41.5_147.5,-0.28856853
20150901_-41.5_172.5,-0.410653
20150901_-41.5_173.5,-0.42443058
20150901_-41.5_175.5,-0.4517863
20150901_-40.5_-73.5,-0.58549327
20150901_-40.5_-72.5,-0.5750094
20150901_-40.5_-71.5,-0.54755694
20150901_-40.5_-70.5,-0.49333993
20150901_-40.5_-69.5,-0.39885178
20150901_-40.5_-68.5,-0.25394067
20150901_-40.5_-67.5,-0.07108951
20150901_-40.5_-66.5,0.10761252
20150901_-40.5_-65.5,0.24616686
20150901_-40.5_-64.5,0.33670118
20150901_-40.5_-63.5,0.38519078
20150901_-40.5_-62.5,0.39635164
20150901_-40.5_175.5,-0.44486272
20150901_-40.5_176.5,-0.4449438
20150901_-39.5_-72.5,-0.5578494
20150901_-39.5_-71.5,-0.5053804
20150901_-39.5_-70.5,-0.4182683
20150901_-39.5_-69.5,-0.28756702
20150901_-39.5_-68.5,-0.1220055
20150901_-39.5_-67.5,0.04352402
20150901_-39.5_-66.5,0.17659816
20150901_-39.5_-65.5,0.27022517
20150901_-39.5_-64.5,0.3305163
20150901_-39.5_-63.5,0.36398625
20150901_-39.5_-62.5,0.3734078
20150901_-39.5_174.5,-0.46977073
20150901_-39.5_175.5,-0.44726443
20150901_-39.5_176.5,-0.4311927
20150901_-38.5_-73.5,-0.5830492
20150901_-38.5_-72.5,-0.52030754
20150901_-38.5_-71.5,-0.4201439
20150901_-38.5_-70.5,-0.2817245
20150901_-38.5_-69.5,-0.122157596
20150901_-38.5_-68.5,0.027935565
20150901_-38.5_-67.5,0.14597811
20150901_-38.5_-66.5,0.22871365
20150901_-38.5_-65.5,0.28240407
20150901_-38.5_-64.5,0.31356546
20150901_-38.5_-63.5,0.32632148
20150901_-38.5_-62.5,0.32223335
20150901_-38.5_-61.5,0.30035856
20150901_-38.5_-60.5,0.27836695
20150901_-38.5_-59.5,0.18818691
20150901_-38.5_-58.5,0.09070927
20150901_-38.5_143.5,-0.31742495
20150901_-38.5_145.5,-0.33494198
20150901_-38.5_146.5,-0.34808746
20150901_-38.5_175.5,-0.46690312
20150901_-38.5_176.5,-0.43718016
20150901_-38.5_177.5,-0.41486818
20150901_-37.5_-73.5,-0.56686985
20150901_-37.5_-72.5,-0.45738623
20150901_-37.5_-71.5,-0.29840353
20150901_-37.5_-70.5,-0.12466141
20150901_-37.5_-69.5,0.02465651
20150901_-37.5_-68.5,0.13481353
20150901_-37.5_-67.5,0.20918016
20150901_-37.5_-66.5,0.2555127
20150901_-37.5_-65.5,0.28022102
20150901_-37.5_-64.5,0.28768754
20150901_-37.5_-63.5,0.28087178
20150901_-37.5_-62.5,0.2618234
20150901_-37.5_-61.5,0.23184074
20150901_-37.5_-60.5,0.19138335
20150901_-37.5_-59.5,0.14000066
20150901_-37.5_-58.5,0.07653722
20150901_-37.5_-57.5,-0.00013983624
20150901_-37.5_140.5,-0.2918159
20150901_-37.5_141.5,-0.28799945
20150901_-37.5_142.5,-0.29270074
20150901_-37.5_143.5,-0.30347618
20150901_-37.5_144.5,-0.31830508
20150901_-37.5_145.5,-0.33595595
20150901_-37.5_146.5,-0.355815
20150901_-37.5_147.5,-0.37750477
20150901_-37.5_148.5,-0.40050426
20150901_-37.5_149.5,-0.4237496
20150901_-37.5_175.5,-0.49923125
20150901_-36.5_-72.5,-0.3683767
20150901_-36.5_-71.5,-0.16881984
20150901_-36.5_-70.5,0.0026794325
20150901_-36.5_-69.5,0.12181082
20150901_-36.5_-68.5,0.19718242
20150901_-36.5_-67.5,0.24126972
20150901_-36.5_-66.5,0.26233837
20150901_-36.5_-65.5,0.26527706
20150901_-36.5_-64.5,0.25366455
20150901_-36.5_-63.5,0.23120177
20150901_-36.5_-62.5,0.20201482
20150901_-36.5_-61.5,0.16996372
20150901_-36.5_-60.5,0.1376351
20150901_-36.5_-59.5,0.10562516
20150901_-36.5_-58.5,0.072192565
20150901_-36.5_-57.5,0.033080377
20150901_-36.5_140.5,-0.2702788
20150901_-36.5_141.5,-0.2711231
20150901_-36.5_142.5,-0.28685552
20150901_-36.5_143.5,-0.29839125
20150901_-36.5_144.5,-0.31867155
20150901_-36.5_145.5,-0.3406207
20150901_-36.5_146.5,-0.3635096
20150901_-36.5_147.5,-0.3867828
20150901_-36.5_148.5,-0.40977594
20150901_-36.5_149.5,-0.43142277
20150901_-36.5_174.5,-0.5557068
20150901_-36.5_175.5,-0.5302903
20150901_-35.5_-72.5,-0.2651576
20150901_-35.5_-71.5,-0.058864087
20150901_-35.5_-70.5,0.08928571
20150901_-35.5_-69.5,0.17924547
20150901_-35.5_-68.5,0.22878683
20150901_-35.5_-67.5,0.2507169
20150901_-35.5_-66.5,0.25207454
20150901_-35.5_-65.5,0.23730643
20150901_-35.5_-64.5,0.21100327
20150901_-35.5_-63.5,0.17906769
20150901_-35.5_-62.5,0.14782153
20150901_-35.5_-61.5,0.12207366
20150901_-35.5_-60.5,0.103863575
20150901_-35.5_-59.5,0.09234473
20150901_-35.5_-58.5,0.08410233
20150901_-35.5_-57.5,0.07331319
20150901_-35.5_137.5,-0.32046232
20150901_-35.5_138.5,-0.28210172
20150901_-35.5_139.5,-0.2577731
20150901_-35.5_140.5,-0.25022042
20150901_-35.5_141.5,-0.25695518
20150901_-35.5_142.5,-0.27927017
20150901_-35.5_143.5,-0.29559195
20150901_-35.5_144.5,-0.3201131
20150901_-35.5_145.5,-0.3451707
20150901_-35.5_146.5,-0.3697119
20150901_-35.5_147.5,-0.39304286
20150901_-35.5_148.5,-0.4144436
20150901_-35.5_149.5,-0.4291047
20150901_-35.5_173.5,-0.5823668
20150901_-34.5_-71.5,0.016080894
20150901_-34.5_-70.5,0.13760132
20150901_-34.5_-69.5,0.20966375
20150901_-34.5_-68.5,0.23342235
20150901_-34.5_-67.5,0.23708679
20150901_-34.5_-66.5,0.22187318
20150901_-34.5_-65.5,0.19362772
20150901_-34.5_-64.5,0.15934698
20150901_-34.5_-63.5,0.12680289
20150901_-34.5_-62.5,0.102333955
20150901_-34.5_-61.5,0.089029334
20150901_-34.5_-60.5,0.08657539
20150901_-34.5_-59.5,0.09205671
20150901_-34.5_-58.5,0.10067644
20150901_-34.5_-57.5,0.106097214
20150901_-34.5_-56.5,0.10053842
20150901_-34.5_-55.5,0.07487739
20150901_-34.5_-54.5,0.019577406
20150901_-34.5_19.5,-0.39914227
20150901_-34.5_117.5,-0.36427057
20150901_-34.5_118.5,-0.40289217
20150901_-34.5_135.5,-0.3683014
20150901_-34.5_137.5,-0.27515763
20150901_-34.5_138.5,-0.24092306
20150901_-34.5_139.5,-0.22395775
20150901_-34.5_140.5,-0.22428118
20150901_-34.5_141.5,-0.2381989
20150901_-34.5_142.5,-0.2671639
20150901_-34.5_143.5,-0.2882518
20150901_-34.5_144.5,-0.3167858
20150901_-34.5_145.5,-0.3444354
20150901_-34.5_146.5,-0.36990064
20150901_-34.5_147.5,-0.39232987
20150901_-34.5_148.5,-0.41102654
20150901_-34.5_149.5,-0.42528287
20150901_-34.5_150.5,-0.43430865
20150901_-33.5_-71.5,0.042402074
20150901_-33.5_-70.5,0.14731972
20150901_-33.5_-69.5,0.1891219
20150901_-33.5_-68.5,0.20212358
20150901_-33.5_-67.5,0.19124082
20150901_-33.5_-66.5,0.1651957
20150901_-33.5_-65.5,0.13234867
20150901_-33.5_-64.5,0.10097602
20150901_-33.5_-63.5,0.077756226
20150901_-33.5_-62.5,0.06622107
20150901_-33.5_-61.5,0.06653515
20150901_-33.5_-60.5,0.076322906
20150901_-33.5_-59.5,0.091612265
20150901_-33.5_-58.5,0.1074297
20150901_-33.5_-57.5,0.118042454
20150901_-33.5_-56.5,0.11698435
20150901_-33.5_-55.5,0.097060956
20150901_-33.5_-54.5,0.050805554
20150901_-33.5_-53.5,-0.027439056
20150901_-33.5_18.5,-0.3709257
20150901_-33.5_19.5,-0.32146162
20150901_-33.5_20.5,-0.26438794
20150901_-33.5_21.5,-0.20925927
20150901_-33.5_22.5,-0.16717167
20150901_-33.5_23.5,-0.14907697
20150901_-33.5_24.5,-0.16360615
20150901_-33.5_25.5,-0.21284224
20150901_-33.5_26.5,-0.28604484
20150901_-33.5_117.5,-0.35341895
20150901_-33.5_118.5,-0.38329068
20150901_-33.5_119.5,-0.36804247
20150901_-33.5_120.5,-0.36758417
20150901_-33.5_121.5,-0.36285377
20150901_-33.5_122.5,-0.35708424
20150901_-33.5_123.5,-0.35224664
20150901_-33.5_134.5,-0.360499
20150901_-33.5_135.5,-0.3080362
20150901_-33.5_136.5,-0.25538734
20150901_-33.5_137.5,-0.2126525
20150901_-33.5_138.5,-0.18729
20150901_-33.5_139.5,-0.18077359
20150901_-33.5_140.5,-0.1902021
20150901_-33.5_141.5,-0.2179892
20150901_-33.5_142.5,-0.23940992
20150901_-33.5_143.5,-0.2708866
20150901_-33.5_144.5,-0.3024747
20150901_-33.5_145.5,-0.33181122
20150901_-33.5_146.5,-0.3572303
20150901_-33.5_147.5,-0.3776548
20150901_-33.5_148.5,-0.3925671
20150901_-33.5_149.5,-0.40197316
20150901_-33.5_150.5,-0.4062601
20150901_-32.5_-71.5,-0.0032605825
20150901_-32.5_-70.5,0.07376579
20150901_-32.5_-69.5,0.109273694
20150901_-32.5_-68.5,0.114248015
20150901_-32.5_-67.5,0.10078334
20150901_-32.5_-66.5,0.07908352
20150901_-32.5_-65.5,0.057336193
20150901_-32.5_-64.5,0.04137154
20150901_-32.5_-63.5,0.054510463
20150901_-32.5_-62.5,0.03660567
20150901_-32.5_-61.5,0.046916317
20150901_-32.5_-60.5,0.06250782
20150901_-32.5_-59.5,0.07992162
20150901_-32.5_-58.5,0.09524563
20150901_-32.5_-57.5,0.1041296
20150901_-32.5_-56.5,0.10164108
20150901_-32.5_-55.5,0.08225386
20150901_-32.5_-54.5,0.040346824
20150901_-32.5_-53.5,-0.028373426
20150901_-32.5_-52.5,-0.12434837
20150901_-32.5_18.5,-0.31584114
20150901_-32.5_19.5,-0.24787347
20150901_-32.5_20.5,-0.1753467
20150901_-32.5_21.5,-0.11184162
20150901_-32.5_22.5,-0.06853989
20150901_-32.5_23.5,-0.05268874
20150901_-32.5_24.5,-0.068419464
20150901_-32.5_25.5,-0.115724385
20150901_-32.5_26.5,-0.18750098
20150901_-32.5_27.5,-0.2691464
20150901_-32.5_28.5,-0.34502885
20150901_-32.5_116.5,-0.31021175
20150901_-32.5_117.5,-0.31518194
20150901_-32.5_118.5,-0.3314277
20150901_-32.5_119.5,-0.29367837
20150901_-32.5_120.5,-0.272219
20150901_-32.5_121.5,-0.25223127
20150901_-32.5_122.5,-0.23885067
20150901_-32.5_123.5,-0.23586363
20150901_-32.5_124.5,-0.24552397
20150901_-32.5_125.5,-0.26837313
20150901_-32.5_134.5,-0.290489
20150901_-32.5_135.5,-0.22837089
20150901_-32.5_136.5,-0.17557144
20150901_-32.5_137.5,-0.14154881
20150901_-32.5_138.5,-0.12834135
20150901_-32.5_139.5,-0.13259634
20150901_-32.5_140.5,-0.1495848
20150901_-32.5_141.5,-0.17512494
20150901_-32.5_142.5,-0.20577396
20150901_-32.5_143.5,-0.23854072
20150901_-32.5_144.5,-0.2707099
20150901_-32.5_145.5,-0.29980415
20150901_-32.5_146.5,-0.32371807
20150901_-32.5_147.5,-0.34110752
20150901_-32.5_148.5,-0.35188892
20150901_-32.5_149.5,-0.35734794
20150901_-32.5_150.5,-0.35961705
20150901_-32.5_151.5,-0.36114615
20150901_-31.5_-71.5,-0.13700554
20150901_-31.5_-70.5,-0.087243
20150901_-31.5_-69.5,-0.055164192
20150901_-31.5_-68.5,-0.038045283
20150901_-31.5_-67.5,-0.030062081
20150901_-31.5_-66.5,-0.025792912
20150901_-31.5_-65.5,-0.021406554
20150901_-31.5_-64.5,-0.014767025
20150901_-31.5_-63.5,0.016406607
20150901_-31.5_-62.5,0.007516004
20150901_-31.5_-61.5,0.02222423
20150901_-31.5_-60.5,0.03769857
20150901_-31.5_-59.5,0.052147545
20150901_-31.5_-58.5,0.06336861
20150901_-31.5_-57.5,0.06859551
20150901_-31.5_-56.5,0.06422499
20150901_-31.5_-55.5,0.045782533
20150901_-31.5_-54.5,0.008534066
20150901_-31.5_-53.5,-0.051288422
20150901_-31.5_-52.5,-0.1349948
20150901_-31.5_-51.5,-0.23858853
20150901_-31.5_18.5,-0.27686295
20150901_-31.5_19.5,-0.20262566
20150901_-31.5_20.5,-0.13206877
20150901_-31.5_21.5,-0.07824361
20150901_-31.5_22.5,-0.046574496
20150901_-31.5_23.5,-0.037710395
20150901_-31.5_24.5,-0.050462615
20150901_-31.5_25.5,-0.082421005
20150901_-31.5_26.5,-0.13015555
20150901_-31.5_27.5,-0.18951248
20150901_-31.5_28.5,-0.25529507
20150901_-31.5_29.5,-0.3205711
20150901_-31.5_116.5,-0.30910668
20150901_-31.5_117.5,-0.2879458
20150901_-31.5_118.5,-0.2520258
20150901_-31.5_119.5,-0.20590086
20150901_-31.5_120.5,-0.15993346
20150901_-31.5_121.5,-0.12424658
20150901_-31.5_122.5,-0.10604788
20150901_-31.5_123.5,-0.10911343
20150901_-31.5_124.5,-0.13322875
20150901_-31.5_125.5,-0.17457828
20150901_-31.5_126.5,-0.22693013
20150901_-31.5_127.5,-0.28212598
20150901_-31.5_128.5,-0.33130154
20150901_-31.5_129.5,-0.36712515
20150901_-31.5_130.5,-0.383393
20150901_-31.5_131.5,-0.37364432
20150901_-31.5_132.5,-0.33503324
20150901_-31.5_133.5,-0.2730902
20150901_-31.5_134.5,-0.20104496
20150901_-31.5_135.5,-0.13621636
20150901_-31.5_136.5,-0.09204429
20150901_-31.5_137.5,-0.08563387
20150901_-31.5_138.5,-0.07163886
20150901_-31.5_139.5,-0.084430344
20150901_-31.5_140.5,-0.105171785
20150901_-31.5_141.5,-0.13064335
20150901_-31.5_142.5,-0.15889357
20150901_-31.5_143.5,-0.18833624
20150901_-31.5_144.5,-0.21717264
20150901_-31.5_145.5,-0.24321474
20150901_-31.5_146.5,-0.26421213
20150901_-31.5_147.5,-0.27876922
20150901_-31.5_148.5,-0.28738445
20150901_-31.5_149.5,-0.2925372
20150901_-31.5_150.5,-0.29767612
20150901_-31.5_151.5,-0.30620986
20150901_-31.5_152.5,-0.3209594
20150901_-30.5_-71.5,-0.29723513
20150901_-30.5_-70.5,-0.27099413
20150901_-30.5_-69.5,-0.23927492
20150901_-30.5_-68.5,-0.20272656
20150901_-30.5_-67.5,-0.16482683
20150901_-30.5_-66.5,-0.1285226
20150901_-30.5_-65.5,-0.09617002
20150901_-30.5_-64.5,-0.0689249
20150901_-30.5_-63.5,-0.046697132
20150901_-30.5_-62.5,-0.028610034
20150901_-30.5_-61.5,-0.0135512175
20150901_-30.5_-60.5,-0.00066094176
20150901_-30.5_-59.5,0.010324306
20150901_-30.5_-58.5,0.018859114
20150901_-30.5_-57.5,0.023355257
20150901_-30.5_-56.5,0.020895133
20150901_-30.5_-55.5,0.007222079
20150901_-30.5_-54.5,-0.014010886
20150901_-30.5_-53.5,-0.072700836
20150901_-30.5_-52.5,-0.14570938
20150901_-30.5_-51.5,-0.23911582
20150901_-30.5_-50.5,-0.34082428
20150901_-30.5_17.5,-0.31127924
20150901_-30.5_18.5,-0.24643163
20150901_-30.5_19.5,-0.17945445
20150901_-30.5_20.5,-0.12644447
20150901_-30.5_21.5,-0.093736194
20150901_-30.5_22.5,-0.0784811
20150901_-30.5_23.5,-0.07581221
20150901_-30.5_24.5,-0.082232915
20150901_-30.5_25.5,-0.09609255
20150901_-30.5_26.5,-0.117408775
20150901_-30.5_27.5,-0.14749782
20150901_-30.5_28.5,-0.18807274
20150901_-30.5_29.5,-0.23922312
20150901_-30.5_30.5,-0.29663175
20150901_-30.5_115.5,-0.3043516
20150901_-30.5_116.5,-0.28133544
20150901_-30.5_117.5,-0.23821439
20150901_-30.5_118.5,-0.1768036
20150901_-30.5_119.5,-0.108051315
20150901_-30.5_120.5,-0.047676865
20150901_-30.5_121.5,-0.007923666
20150901_-30.5_122.5,0.0057328655
20150901_-30.5_123.5,-0.007326948
20150901_-30.5_124.5,-0.04396618
20150901_-30.5_125.5,-0.09735406
20150901_-30.5_126.5,-0.15791504
20150901_-30.5_127.5,-0.21601363
20150901_-30.5_128.5,-0.26416743
20150901_-30.5_129.5,-0.29671016
20150901_-30.5_130.5,-0.30766216
20150901_-30.5_131.5,-0.28913778
20150901_-30.5_132.5,-0.2373165
20150901_-30.5_133.5,-0.16416363
20150901_-30.5_134.5,-0.0919974
20150901_-30.5_135.5,-0.039438535
20150901_-30.5_136.5,-0.013115372
20150901_-30.5_137.5,-0.009404753
20150901_-30.5_138.5,-0.020360583
20150901_-30.5_139.5,-0.038367916
20150901_-30.5_140.5,-0.058676712
20150901_-30.5_141.5,-0.07951366
20150901_-30.5_142.5,-0.09594666
20150901_-30.5_143.5,-0.12232336
20150901_-30.5_144.5,-0.14396384
20150901_-30.5_145.5,-0.14788403
20150901_-30.5_146.5,-0.18245351
20150901_-30.5_147.5,-0.19666706
20150901_-30.5_148.5,-0.2076323
20150901_-30.5_149.5,-0.21782312
20150901_-30.5_150.5,-0.23081806
20150901_-30.5_151.5,-0.24995682
20150901_-30.5_152.5,-0.2774832
20150901_-29.5_-70.5,-0.3951025
20150901_-29.5_-69.5,-0.36389738
20150901_-29.5_-68.5,-0.32366198
20150901_-29.5_-67.5,-0.27364823
20150901_-29.5_-66.5,-0.22029035
20150901_-29.5_-65.5,-0.17096241
20150901_-29.5_-64.5,-0.1307605
20150901_-29.5_-63.5,-0.10087645
20150901_-29.5_-62.5,-0.07959078
20150901_-29.5_-61.5,-0.0640057
20150901_-29.5_-60.5,-0.051343735
20150901_-29.5_-59.5,-0.039735675
20150901_-29.5_-58.5,-0.028693682
20150901_-29.5_-57.5,-0.019409038
20150901_-29.5_-56.5,-0.014922418
20150901_-29.5_-55.5,-0.019941324
20150901_-29.5_-54.5,-0.039979555
20150901_-29.5_-53.5,-0.08022523
20150901_-29.5_-52.5,-0.14413008
20150901_-29.5_-51.5,-0.2299587
20150901_-29.5_-50.5,-0.32678986
20150901_-29.5_17.5,-0.26849148
20150901_-29.5_18.5,-0.20388234
20150901_-29.5_19.5,-0.15191007
20150901_-29.5_20.5,-0.12228403
20150901_-29.5_21.5,-0.11122285
20150901_-29.5_22.5,-0.109620385
20150901_-29.5_23.5,-0.110740066
20150901_-29.5_24.5,-0.11168889
20150901_-29.5_25.5,-0.112569675
20150901_-29.5_26.5,-0.115551
20150901_-29.5_27.5,-0.124191724
20150901_-29.5_28.5,-0.14275494
20150901_-29.5_29.5,-0.17497873
20150901_-29.5_30.5,-0.22171858
20150901_-29.5_115.5,-0.27337697
20150901_-29.5_116.5,-0.2476461
20150901_-29.5_117.5,-0.2018385
20150901_-29.5_118.5,-0.0913496
20150901_-29.5_119.5,-0.019858459
20150901_-29.5_120.5,0.03695095
20150901_-29.5_121.5,0.06928462
20150901_-29.5_122.5,0.07452174
20150901_-29.5_123.5,0.05452477
20150901_-29.5_124.5,0.014108757
20150901_-29.5_125.5,-0.038965285
20150901_-29.5_126.5,-0.09465338
20150901_-29.5_127.5,-0.14346674
20150901_-29.5_128.5,-0.17879692
20150901_-29.5_129.5,-0.19588424
20150901_-29.5_130.5,-0.18964313
20150901_-29.5_131.5,-0.15513155
20150901_-29.5_132.5,-0.095131196
20150901_-29.5_133.5,-0.028124692
20150901_-29.5_134.5,0.02431185
20150901_-29.5_135.5,0.052267384
20150901_-29.5_136.5,0.056973882
20150901_-29.5_137.5,0.04521268
20150901_-29.5_138.5,0.02552357
20150901_-29.5_139.5,0.005163909
20150901_-29.5_140.5,-0.01216715
20150901_-29.5_141.5,-0.026176363
20150901_-29.5_142.5,-0.033495232
20150901_-29.5_143.5,-0.04470579
20150901_-29.5_144.5,-0.06300746
20150901_-29.5_145.5,-0.07772031
20150901_-29.5_146.5,-0.09410921
20150901_-29.5_147.5,-0.11130453
20150901_-29.5_148.5,-0.12892061
20150901_-29.5_149.5,-0.1483482
20150901_-29.5_150.5,-0.17221028
20150901_-29.5_151.5,-0.20294744
20150901_-29.5_152.5,-0.2420495
20150901_-28.5_-70.5,-0.45187813
20150901_-28.5_-69.5,-0.43757576
20150901_-28.5_-68.5,-0.40610197
20150901_-28.5_-67.5,-0.3623552
20150901_-28.5_-66.5,-0.310639
20150901_-28.5_-65.5,-0.25849152
20150901_-28.5_-64.5,-0.213099
20150901_-28.5_-63.5,-0.17769906
20150901_-28.5_-62.5,-0.15134881
20150901_-28.5_-61.5,-0.13090923
20150901_-28.5_-60.5,-0.11300607
20150901_-28.5_-59.5,-0.09525605
20150901_-28.5_-58.5,-0.07695326
20150901_-28.5_-57.5,-0.05941294
20150901_-28.5_-56.5,-0.046026263
20150901_-28.5_-55.5,-0.041838713
20150901_-28.5_-54.5,-0.05248856
20150901_-28.5_-53.5,-0.08317159
20150901_-28.5_-52.5,-0.13733235
20150901_-28.5_-51.5,-0.21366768
20150901_-28.5_-50.5,-0.30327767
20150901_-28.5_-49.5,-0.39033258
20150901_-28.5_16.5,-0.27828076
20150901_-28.5_17.5,-0.2053484
20150901_-28.5_18.5,-0.14271918
20150901_-28.5_19.5,-0.106198415
20150901_-28.5_20.5,-0.09594962
20150901_-28.5_21.5,-0.100501
20150901_-28.5_22.5,-0.10819776
20150901_-28.5_23.5,-0.112396605
20150901_-28.5_24.5,-0.1110286
20150901_-28.5_25.5,-0.10509916
20150901_-28.5_26.5,-0.09764892
20150901_-28.5_27.5,-0.09306587
20150901_-28.5_28.5,-0.09644573
20150901_-28.5_29.5,-0.11272309
20150901_-28.5_30.5,-0.1451789
20150901_-28.5_31.5,-0.19302523
20150901_-28.5_115.5,-0.19583048
20150901_-28.5_116.5,-0.16636345
20150901_-28.5_117.5,-0.07528157
20150901_-28.5_118.5,-0.015034012
20150901_-28.5_119.5,0.04203423
20150901_-28.5_120.5,0.08493386
20150901_-28.5_121.5,0.1066234
20150901_-28.5_122.5,0.10583241
20150901_-28.5_123.5,0.08545104
20150901_-28.5_124.5,0.05091024
20150901_-28.5_125.5,0.009691176
20150901_-28.5_126.5,-0.029386777
20150901_-28.5_127.5,-0.058134615
20150901_-28.5_128.5,-0.07076773
20150901_-28.5_129.5,-0.063943215
20150901_-28.5_130.5,-0.036548983
